,WorkOpenAlex_ID,PersonOpenAlex_ID,PersonName,PersonOrcid,Role,Team,IsCorrespondingAuthor
706,W4394695501,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Hardy,No
707,W4394695501,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Wood,No
708,W4394695501,A5086883137,Jordan Follett,0000-0003-4315-0482,,,No
709,W4394695501,A5008185656,Joanne Trinh,0000-0001-9863-2070,,,No
710,W4394695501,A5052006978,Sandeep Barodia,0000-0003-3517-162X,,,No
711,W4394695501,A5000861365,Raquel Real,0000-0001-8117-742X,Key Personnel,Hardy,No
712,W4394695501,A5100355362,Zhiyong Liu,0000-0002-2959-5189,,,No
713,W4394695501,A5062533128,Melissa Grant‐Peters,0000-0003-0585-0971,Key Personnel,Wood,No
714,W4394695501,A5020986973,Jesse Fox,0000-0002-2102-6192,,,No
715,W4394695501,A5028885943,Silke Appel‐Cresswell,0000-0002-5986-1468,,,No
716,W4394695501,A5066908279,A. Stoessl,0000-0002-9778-7246,,,No
717,W4394695501,A5012309382,Alex Rajput,0000-0001-9656-318X,,,No
718,W4394695501,A5112842558,Ali Rajput,,,,No
719,W4394695501,A5039817142,Roland Auer,0000-0001-9044-3419,,,No
720,W4394695501,A5022921717,Russel Tilney,0000-0003-3498-6990,,,No
721,W4394695501,A5084242150,Marc Sturm,0000-0002-6552-8362,,,No
722,W4394695501,A5113091665,Tobias Haack,,,,No
723,W4394695501,A5072972205,Suzanne Lesage,0000-0003-4158-2601,,,No
724,W4394695501,A5050227980,Christelle Tesson,0000-0001-7589-3710,,,No
725,W4394695501,A5027489586,Alexis Brice,0000-0002-0941-3990,,,No
726,W4394695501,A5090203564,Carles Vilariño‐Güell,0000-0002-5612-5940,,,No
727,W4394695501,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Hardy,No
728,W4394695501,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Wood,No
729,W4394695501,A5083214199,Matthew Goldberg,0000-0002-5172-9841,,,No
730,W4394695501,A5071278272,Andrew West,0000-0002-3034-4061,Co-PI,Liddle,No
731,W4394695501,A5003673082,Joshua Shulman,0000-0001-6382-5841,,,No
732,W4394695501,A5082416184,Huw Morris,0000-0002-5473-3774,Collaborating PI,Hardy,No
733,W4394695501,A5046131652,Manu Sharma,0000-0002-1260-5416,,,No
734,W4394695501,A5089452258,Ziv Gan‐Or,0000-0003-0332-234X,,,No
735,W4394695501,A5033043178,Bedia Samancı,0000-0003-0667-2329,,,No
736,W4394695501,A5027580687,Paweł Lis,0000-0002-4978-7671,Key Personnel,Alessi,No
737,W4394695501,A5111113790,Teresa Tocino,,,,No
738,W4394695501,A5069738625,Rim Amouri,0000-0001-5641-5748,,,No
739,W4394695501,A5080861807,Samia Sassi,0000-0002-1002-5979,,,No
740,W4394695501,A5087318432,F. Hentati,,,,No
741,W4394695501,A5029388712,Francesca Tonelli,0000-0002-4600-6630,Key Personnel,Alessi,No
742,W4394695501,A5054181982,Dario Alessi,0000-0002-2140-9185,Lead-PI,Alessi,No
743,W4394695501,A5050824228,Matthew Farrer,0000-0003-1159-5321,,,Yes
744,W4396870546,A5034404707,Nona Farbehi,0000-0001-8461-236X,Key Personnel,Studer,No
745,W4396870546,A5077634295,Drew Neavin,0000-0002-1783-6491,Key Personnel,Studer,No
746,W4396870546,A5069441404,Anna Cuomo,0000-0001-5168-6979,,,No
747,W4396870546,A5065135570,Lorenz Studer,0000-0003-0741-7987,Lead PI,Studer,No
748,W4396870546,A5003038390,Daniel MacArthur,0000-0002-5771-2290,,,No
749,W4396870546,A5063458641,Joseph Powell,0000-0002-5070-4124,Co-PI,Studer,No
750,W4398194745,A5052775713,Alessia Ricci,0000-0002-9033-0104,,,No
751,W4398194745,A5087924578,E. Rubino,0000-0002-5248-505X,Key Personnel,Cragg,No
752,W4398194745,A5053931380,Gian Serra,0000-0001-8782-3162,,,No
753,W4398194745,A5050070314,Åsa Wallén‐Mackenzie,0000-0002-8713-070X,Collaborating PI,Awatramani,Yes
754,W4398172122,A5111029819,Sara Walton,,,,No
755,W4398172122,A5049642756,Alexis Fenyi,0000-0003-3270-2085,,,No
756,W4398172122,A5062045682,Tyler Tittle,0000-0001-9195-4958,,,No
757,W4398172122,A5009140419,Ellen Sidransky,0000-0002-3019-8500,Co-PI,Vangheluwe,No
758,W4398172122,A5072516098,Gian Pal,0000-0003-1048-6182,,,No
759,W4398172122,A5023291758,Solji Choi,0000-0002-0216-109X,,,No
760,W4398172122,A5084373973,Ronald Melki,0000-0003-0000-7096,,,No
761,W4398172122,A5021829625,Bryan Killinger,0000-0002-8043-8517,,,No
762,W4398172122,A5074765508,Jeffrey Kordower,0000-0001-8629-3294,Lead-PI,Kordower,No
763,W4398200995,A5097222057,Capucine Talhouët,0000-0001-5958-0693,Key Personnel,Hardy,No
764,W4398200995,A5038020678,Noemí Esteras,0000-0002-7938-6131,,,No
765,W4398200995,A5009136361,Marc Soutar,0000-0003-0008-9423,,,No
766,W4398200995,A5059141377,Benjamin O’Callaghan,0000-0002-1323-6843,Key Personnel,Hardy,No
767,W4398200995,A5045997682,Hélène Plun‐Favreau,0000-0002-1401-9656,Collaborating PI,Hardy,No
768,W4396980221,A5021043258,Dorothy Zhao,0000-0002-3538-0926,,,Yes
769,W4396980221,A5083461569,Felix Bäuerlein,0000-0002-8889-7371,,,No
770,W4396980221,A5027067913,Itika Saha,0000-0002-0289-4082,Key Personnel,Harper,No
771,W4396980221,A5086048712,F. Hartl,0000-0002-7941-135X,Co-PI,Harper,Yes
772,W4396980221,A5029559203,Wolfgang Baumeister,0000-0001-8154-8809,Key Collaborator,Harper,Yes
773,W4396980221,A5006303094,Florian Wilfling,0000-0002-6559-7261,Key Personnel,Harper,Yes
774,W4396980221,A5006303094,Florian Wilfling,0000-0002-6559-7261,Paid Collaborator,Hurley,Yes
775,W4396919562,A5056728588,Jonathan Marvin,0000-0003-2294-4515,,,Yes
776,W4396919562,A5075174957,Alexandros Kokotos,0000-0003-4024-9866,Key Personnel,De Camilli,No
777,W4396919562,A5051850846,Mukesh Kumar,0000-0002-0277-2958,Key Personnel,De Camilli,No
778,W4396919562,A5056730601,Camila Pulido,0000-0002-5648-066X,Key Personnel,De Camilli,No
779,W4396919562,A5045181969,Ariana Tkachuk,0000-0001-8991-9643,,,No
780,W4396919562,A5102548988,Jocelyn Yao,,,,No
781,W4396919562,A5052320233,Timothy Brown,0000-0001-8941-7678,,,No
782,W4396919562,A5051928889,Timothy Ryan,0000-0003-2533-9548,Co-PI,De Camilli,Yes
783,W4396622582,A5077923670,Nathalie Lengacher,0000-0002-2536-1895,Key Personnel,Schlossmacher,No
784,W4396622582,A5080762163,Julianna Tomlinson,0000-0003-2997-5162,Project Manager,Schlossmacher,No
785,W4396622582,A5013766186,Ann-Kristin Jochum,0000-0002-6981-1384,,,No
786,W4396622582,A5086570784,Jonas Franz,0000-0001-7523-6622,Key Personnel,Schlossmacher,No
787,W4396622582,A5064134027,Omar Ali,0000-0001-5185-7520,Key Personnel,Schlossmacher,No
788,W4396622582,A5087984672,Lukas Flatz,0000-0001-9683-8390,,,No
789,W4396622582,A5019107852,Wolfram Jochum,0000-0001-6170-2020,,,No
790,W4396622582,A5059310975,Josef Penninger,0000-0002-8194-3777,Collaborating PI,Schlossmacher,No
791,W4396622582,A5036052976,Christine Stadelmann,0000-0003-1766-5458,Co-PI,Schlossmacher,No
792,W4396622582,A5090917194,John Woulfe,0000-0002-7382-6343,Collaborating PI,Schlossmacher,No
793,W4396622582,A5000268173,Michael Schlossmacher,0000-0002-0394-0300,Lead-PI,Schlossmacher,Yes
794,W4389613138,A5050972881,Ibrahim Taskiran,0000-0002-5077-5264,,,No
795,W4389613138,A5051456216,Katina Spanier,0000-0002-1375-4157,,,No
796,W4389613138,A5015651743,Valerie Christiaens,0000-0002-5024-8691,Key Personnel,Voet,No
797,W4389613138,A5075153586,David Mauduit,0000-0002-2045-227X,,,No
798,W4389613138,A5002137087,Stein Aerts,0000-0002-8006-0315,Co-PI,Voet,No
799,W4399425564,A5005167488,Olawale Raimi,0000-0003-2782-7318,,,Yes
800,W4399425564,A5074624296,Hina Ojha,0000-0002-1458-4620,,,Yes
801,W4399425564,A5093567998,Kenneth Ehses,0000-0002-8595-5994,Key Personnel,Harper,No
802,W4399425564,A5102848969,Verena Dederer,0009-0006-7557-5388,Key Personnel,Reck-Peterson,No
803,W4399425564,A5044370251,Sven Lange,0000-0002-6011-8647,,,No
804,W4399425564,A5067683892,Cristian Rivera,0000-0002-1433-4111,,,No
805,W4399425564,A5079736311,Tom Deegan,0000-0001-9639-7636,,,No
806,W4399425564,A5067351122,Yin-Chen Chen,,,,No
807,W4399425564,A5017025792,Melanie Wightman,,,,No
808,W4399425564,A5067524265,Rachel Toth,0000-0002-1337-0612,,,No
809,W4399425564,A5073735040,Karim Labib,0000-0001-8861-379X,,,No
810,W4399425564,A5042127936,Sebastian Mathea,0000-0001-8500-4569,Key Personnel,Reck-Peterson,No
811,W4399425564,A5025814244,Neil Ranson,0000-0002-3640-5275,,,No
812,W4399425564,A5061030857,Rubén Fernández‐Busnadiego,0000-0002-8366-7622,Co-PI,Harper,No
813,W4399425564,A5084528692,Miratul Muqit,0000-0001-9733-2404,Co-PI,Alessi,Yes
814,W4399230878,A5113051064,SG Choi,,,,No
815,W4399230878,A5062045682,Tyler Tittle,0000-0001-9195-4958,,,No
816,W4399230878,A5096857711,D. Garcia-Prada,,,,No
817,W4399230878,A5111077713,JH Kordower,,,,No
818,W4399230878,A5084373973,Ronald Melki,0000-0003-0000-7096,,,No
819,W4399230878,A5021829625,Bryan Killinger,0000-0002-8043-8517,,,No
820,W4399754101,A5089831492,Tiziano Balzano,0000-0001-6523-2206,,,Yes
821,W4399754101,A5010398014,Natalia Rey,,,,No
822,W4399754101,A5084740875,Noelia Esteban‐Garcia,0000-0002-2741-3054,Collaborator,Vila,No
823,W4399754101,A5029025646,Alejandro Reinares-Sebastián,0000-0003-1632-4432,Collaborator,Vila,No
824,W4399754101,A5023850435,Jose Pineda‐Pardo,0000-0002-8776-0031,Collaborator,Vila,No
825,W4399754101,A5047198741,Inés Trigo‐Damas,0000-0002-7821-2973,Key personnel,Vila,No
826,W4399754101,A5062838955,José Obeso,0000-0002-6996-8613,Co-PI,Vila,No
827,W4399754101,A5082130741,Javier Blesa,0000-0002-4257-1325,Collaborator,Vila,No
828,W4399970235,A5082319537,Nathalie Saurat,0000-0002-6439-5166,Key Personnel,Studer,Yes
829,W4399970235,A5011430458,Andrew Minotti,,,,No
830,W4399970235,A5101838547,Maliha Rahman,0000-0002-0429-9762,,,No
831,W4399970235,A5097685934,Trisha Sikder,,,,No
832,W4399970235,A5060215226,Chao Zhang,0000-0001-8019-7998,,,No
833,W4399970235,A5062179210,Daniela Cornacchia,0000-0003-0897-8161,,,No
834,W4399970235,A5025345912,Johannes Jungverdorben,0000-0002-7227-1139,Project Manager,Studer,No
835,W4399970235,A5084028446,Gabriele Ciceri,0000-0002-8481-9771,,,No
836,W4399970235,A5072909840,Doron Betel,0000-0002-8006-7752,,,No
837,W4399970235,A5065135570,Lorenz Studer,0000-0003-0741-7987,Lead PI,Studer,Yes
838,W4399857718,A5111146575,Daniil Berezhnoi,,Key Personnel,Wichmann,No
839,W4399857718,A5058625347,Hiba Chehade,0000-0002-5959-7900,Key Personnel,Wichmann,No
840,W4399857718,A5073427053,Hong‐Yuan Chu,0000-0003-0923-683X,Co-PI,Wichmann,No
841,W4399432024,A5046721666,Manuela Tan,0000-0001-5835-669X,,,Yes
842,W4399432024,A5007778657,Michael Lawton,0000-0002-3419-0354,,,No
843,W4399432024,A5106945264,Miriam Pollard,,,,No
844,W4399432024,A5022311239,Emmeline Brown,0000-0001-6222-0146,,,No
845,W4399432024,A5000861365,Raquel Real,0000-0001-8117-742X,Key Personnel,Hardy,No
846,W4399432024,A5058366878,Alejandro Martínez-Carrasco,0000-0001-6191-1703,,,No
847,W4399432024,A5109354970,Samir Bekadar,,,,No
848,W4399432024,A5041010859,Edwin Jabbari,0000-0001-6844-882X,Key Personnel,Hardy,No
849,W4399432024,A5040314261,Regina Reynolds,0000-0001-6470-7919,,,No
850,W4399432024,A5091001932,Hirotaka Iwaki,0000-0002-8982-7885,,,No
851,W4399432024,A5072627174,Cornelis Blauwendraat,0000-0001-9358-8111,,,No
852,W4399432024,A5009788111,Sofia Kanavou,0000-0001-8650-6667,,,No
853,W4399432024,A5067765304,Leon Hubbard,,,,No
854,W4399432024,A5032765325,Naveed Malek,0000-0003-1138-4153,,,No
855,W4399432024,A5103521164,Katherine Grosset,,,,No
856,W4399432024,A5103532491,Nin Bajaj,,,,No
857,W4399432024,A5084748006,Roger Barker,0000-0001-8843-7730,Co-PI,Jakobsson,No
858,W4399432024,A5010057774,David Burn,0000-0001-7658-1209,,,No
859,W4399432024,A5069748944,Catherine Bresner,0000-0003-2673-9762,,,No
860,W4399432024,A5031389008,Thomas Foltynie,0000-0003-0752-1813,,,No
861,W4399432024,A5064529704,Nicholas Wood,0000-0002-9500-3348,Lead-PI,Wood,No
862,W4399432024,A5005045661,Caroline Williams‐Gray,0000-0002-2648-9743,,,No
863,W4399432024,A5020215901,Ole Andreassen,0000-0002-4461-3568,,,No
864,W4399432024,A5075595619,Mathias Toft,0000-0002-6723-6865,,,No
865,W4399432024,A5058392597,Alexis Elbaz,0000-0001-9724-5490,,,No
866,W4399432024,A5005831289,Fanny Artaud,0000-0003-1899-8502,,,No
867,W4399432024,A5027489586,Alexis Brice,0000-0002-0941-3990,,,No
868,W4399432024,A5004608080,Jean‐Christophe Corvol,0000-0001-7325-0199,,,No
869,W4399432024,A5042029327,Jan Aasly,0000-0002-0558-7686,,,No
870,W4399432024,A5050824228,Matthew Farrer,0000-0003-1159-5321,,,No
871,W4399432024,A5110271496,Michael Nalls,,,,No
872,W4399432024,A5100694605,Andrew Singleton,0000-0001-5606-700X,,,No
873,W4399432024,A5073614894,Nigel Williams,0000-0003-1177-6931,,,No
874,W4399432024,A5046617667,Yoav Ben‐Shlomo,0000-0001-6648-3007,,,No
875,W4399432024,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Hardy,No
876,W4399432024,A5003673082,Joshua Shulman,0000-0001-6382-5841,,,No
877,W4399432024,A5059872338,Donald Grosset,0000-0002-2757-8203,,,No
878,W4399432024,A5071383564,Maryam Shoai,0000-0003-2499-8533,Key Personnel,Hardy,No
879,W4399432024,A5061589783,Lasse Pihlstrøm,0000-0002-7635-8645,,,No
880,W4399432024,A5082416184,Huw Morris,0000-0002-5473-3774,Collaborating PI,Hardy,No
881,W4400033871,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Hardy,No
882,W4400033871,A5072234452,Emil Gustavsson,0000-0003-0541-7537,Key Personnel,Wood,No
883,W4400033871,A5047510188,Siddharth Sethi,0000-0002-4398-4295,,,No
884,W4400033871,A5037635006,Yujing Gao,0000-0002-4542-7062,,,No
885,W4400033871,A5017568893,Jonathan Brenton,0000-0002-2381-8484,Key Personnel,Hardy,No
886,W4400033871,A5017568893,Jonathan Brenton,0000-0002-2381-8484,Key Personnel,Wood,No
887,W4400033871,A5033311649,Sonia García-Ruiz,0000-0003-4913-5312,Key Personnel,Wood,No
888,W4400033871,A5037391977,David Zhang,0000-0003-2382-8460,,,No
889,W4400033871,A5043873122,Raquel Garza,0000-0002-2524-3055,Key Personnel,Jakobsson,No
890,W4400033871,A5040314261,Regina Reynolds,0000-0001-6470-7919,,,No
891,W4400033871,A5041647947,James Evans,0000-0003-2923-281X,Key Personnel,Wood,No
892,W4400033871,A5016118485,Zhongbo Chen,0000-0001-6668-7202,,,No
893,W4400033871,A5062533128,Melissa Grant‐Peters,0000-0003-0585-0971,Key Personnel,Wood,No
894,W4400033871,A5064844758,Hannah Macpherson,0000-0002-9535-4025,Key Personnel,Wood,No
895,W4400033871,A5044470153,Kylie Montgomery,0000-0001-6090-0703,,,No
896,W4400033871,A5058711274,Rhys Dore,0000-0001-8417-8743,,,No
897,W4400033871,A5066839058,Anna Wernick,0000-0001-9048-9492,Key Personnel,Hardy,No
898,W4400033871,A5055552839,Charles Arber,0000-0002-9743-8134,,,No
899,W4400033871,A5050181909,Selina Wray,0000-0003-3062-7050,,,No
900,W4400033871,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Wood,No
901,W4400033871,A5068613855,Julian Esselborn,0000-0002-3499-8417,,,No
902,W4400033871,A5072627174,Cornelis Blauwendraat,0000-0001-9358-8111,,,No
903,W4400033871,A5062661954,Christopher Douse,0000-0002-1604-8944,,,No
904,W4400033871,A5069607564,Anita Adami,0000-0002-9421-7942,Key Personnel,Jakobsson,No
905,W4400033871,A5032604553,Diahann Atacho,0000-0002-6158-0235,,,No
906,W4400033871,A5006545376,Antonina Kouli,0000-0001-6553-6154,,,No
907,W4400033871,A5033125199,Annelies Quaegebeur,0000-0001-5357-9341,Key Personnel,Jakobsson,No
908,W4400033871,A5084748006,Roger Barker,0000-0001-8843-7730,Co-PI,Jakobsson,No
909,W4400033871,A5063767082,Elisabet Englund,0000-0002-2708-2443,,,No
910,W4400033871,A5078895245,Frances Platt,0000-0001-7614-0403,Co-PI,Hardy,No
911,W4400033871,A5021760406,Johan Jakobsson,0000-0003-0669-7673,Lead PI,Jakobsson,No
912,W4400033871,A5064529704,Nicholas Wood,0000-0002-9500-3348,Lead-PI,Wood,No
913,W4400033871,A5082436384,Henry Houlden,0000-0002-2866-7777,,,No
914,W4400033871,A5002104149,Harpreet Saini,0000-0002-3733-7657,,,No
915,W4400033871,A5069936095,Carla Bento,0000-0001-8377-4543,,,No
916,W4400033871,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Hardy,No
917,W4400033871,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Hardy,Yes
918,W4400033871,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Wood,Yes
919,W4400007735,A5067997102,Elias Adriaenssens,0000-0001-9430-917X,Key Personnel,Hurley,Yes
920,W4400007735,A5027374290,Thanh Nguyen,0000-0001-9698-0020,Key Personnel,Hurley,No
921,W4400007735,A5065987196,Justyna Sawa‐Makarska,0000-0002-9321-976X,Key Personnel,Hurley,No
922,W4400007735,A5084050236,Grace Khuu,0000-0002-2550-0605,Key Personnel,Hurley,No
923,W4400007735,A5028534248,Martina Schuschnig,0000-0002-8926-6432,,,No
924,W4400007735,A5045624897,Stephen Shoebridge,0000-0002-3555-2855,,,No
925,W4400007735,A5032318558,Emily Watts,,,,No
926,W4400007735,A5028882845,Kitti Csályi,0000-0002-0853-8257,,,No
927,W4400007735,A5078421822,Benjamin Padman,0000-0002-5710-6100,,,No
928,W4400007735,A5061877082,Michael Lazarou,0000-0003-2150-5545,Co-PI,Hurley,No
929,W4400007735,A5029002091,Sascha Martens,0000-0003-3786-8199,Co-PI,Hurley,No
930,W4399401317,A5021317540,Federico Nebuloni,0000-0002-8032-3189,,,No
931,W4399401317,A5029629836,Quyen Do,0000-0003-4223-0886,,,No
932,W4399401317,A5061481204,Peter Cook,0000-0002-6639-188X,,,No
933,W4399401317,A5062889892,Edmond Walsh,0000-0001-5264-1561,,,No
934,W4399401317,A5028723665,Richard Wade‐Martins,0000-0001-6691-580X,Co-PI,Cragg,No
935,W4399200646,A5015597636,Lesley Wu,0000-0001-5464-5603,Key Personnel,Hardy,Yes
936,W4399200646,A5000861365,Raquel Real,0000-0001-8117-742X,Key Personnel,Hardy,No
937,W4399200646,A5058366878,Alejandro Martínez-Carrasco,0000-0001-6191-1703,,,No
938,W4399200646,A5018964271,Ruth Chia,0000-0002-4709-7423,,,No
939,W4399200646,A5007778657,Michael Lawton,0000-0002-3419-0354,,,No
940,W4399200646,A5071383564,Maryam Shoai,0000-0003-2499-8533,Key Personnel,Hardy,No
941,W4399200646,A5069748944,Catherine Bresner,0000-0003-2673-9762,,,No
942,W4399200646,A5056043498,Leon Hubbard,0000-0002-0064-6755,,,No
943,W4399200646,A5072627174,Cornelis Blauwendraat,0000-0001-9358-8111,,,No
944,W4399200646,A5100694605,Andrew Singleton,0000-0001-5606-700X,,,No
945,W4399200646,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Hardy,No
946,W4399200646,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Wood,No
947,W4399200646,A5046814636,Sonja Scholz,0000-0002-6623-0429,,,No
948,W4399200646,A5035072440,Bryan Traynor,0000-0003-0527-2446,,,No
949,W4399200646,A5073614894,Nigel Williams,0000-0003-1177-6931,,,No
950,W4399200646,A5003673082,Joshua Shulman,0000-0001-6382-5841,,,No
951,W4399200646,A5046617667,Yoav Ben‐Shlomo,0000-0001-6648-3007,,,No
952,W4399200646,A5059872338,Donald Grosset,0000-0002-2757-8203,,,No
953,W4399200646,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Hardy,No
954,W4399200646,A5082416184,Huw Morris,0000-0002-5473-3774,Collaborating PI,Hardy,Yes
955,W4399538948,A5100670572,Tae Kim,0000-0002-0831-6881,,,Yes
956,W4399538948,A5029736315,So Koo,0000-0001-8634-7643,,,No
957,W4399538948,A5064249491,Markus Rießland,0000-0003-2592-5045,,,No
958,W4399538948,A5101854464,Hyunwoo Cho,0000-0003-3166-585X,,,No
959,W4399538948,A5025716602,Fayzan Chaudhry,0000-0002-4295-8570,,,No
960,W4399538948,A5001504885,Benjamin Kolisnyk,0000-0003-3990-0340,,,No
961,W4399538948,A5091301746,Marco Russo,0000-0002-0550-0608,,,No
962,W4399538948,A5082319537,Nathalie Saurat,0000-0002-6439-5166,Key Personnel,Studer,No
963,W4399538948,A5042323995,Sanjoy Mehta,0009-0006-8991-8425,,,No
964,W4399538948,A5086601654,Ralph Garippa,0000-0003-3917-0739,,,No
965,W4399538948,A5072909840,Doron Betel,0000-0002-8006-7752,,,No
966,W4399538948,A5065135570,Lorenz Studer,0000-0003-0741-7987,Lead PI,Studer,Yes
967,W4399566509,A5102848969,Verena Dederer,0009-0006-7557-5388,Key Personnel,Reck-Peterson,No
968,W4399566509,A5053245720,Marta Murillo,0000-0002-6175-9315,Key Personnel,Reck-Peterson,No
969,W4399566509,A5076988745,Eva Karasmanis,0000-0002-0139-0210,Key Personnel,Reck-Peterson,No
970,W4399566509,A5072876433,Kathryn Hatch,0000-0002-8629-0939,Key Personnel,Reck-Peterson,No
971,W4399566509,A5086343829,Deep Chatterjee,0000-0001-8190-9213,Key Personnel,Reck-Peterson,No
972,W4399566509,A5043108531,Franziska Preuß,0000-0003-1616-4811,,,No
973,W4399566509,A5044887346,Kamal Azeez,0000-0001-9985-0336,,,No
974,W4399566509,A5114099949,Landon Nguyen,0000-0001-7482-4668,Key Personnel,Reck-Peterson,No
975,W4399566509,A5039124196,Christian Galicia,0000-0001-6080-7533,,,No
976,W4399566509,A5016483675,Birgit Dreier,0000-0002-5124-9346,,,No
977,W4399566509,A5083658123,Andreas Plückthun,0000-0003-4191-5306,,,No
978,W4399566509,A5057791434,Wim Versées,0000-0002-4695-696X,,,No
979,W4399566509,A5042127936,Sebastian Mathea,0000-0001-8500-4569,Key Personnel,Reck-Peterson,No
980,W4399566509,A5011173483,Andrés Leschziner,0000-0002-7732-7023,Co-PI,Reck-Peterson,No
981,W4399566509,A5021023250,Samara Reck‐Peterson,0000-0002-1553-465X,Lead-PI,Reck-Peterson,No
982,W4399566509,A5013336817,Stefan Knapp,0000-0001-5995-6494,Co-PI,Reck-Peterson,No
983,W4286586502,A5055105219,Artur Schuh,0000-0002-8722-0908,,,Yes
984,W4286586502,A5066737591,Andrei Bieger,0000-0002-6669-2834,,,No
985,W4286586502,A5026543283,Olaitan Okunoye,0000-0003-0758-0987,,,No
986,W4286586502,A5086167465,Kin Mok,0000-0003-3145-880X,Key Personnel,Hardy,No
987,W4286586502,A5051056306,Shen‐Yang Lim,0000-0002-6942-2522,,,No
988,W4286586502,A5054404642,Soraya Bardien,0000-0002-3508-3438,,,No
989,W4286586502,A5090949113,Azlina Ahmad‐Annuar,0000-0001-6329-4366,,,No
990,W4286586502,A5035803733,Bruno Lopes-Santos,,,,No
991,W4286586502,A5026455236,Matheus Strelow,0000-0003-1574-614X,,,No
992,W4286586502,A5073841537,Mohamed Salama,0000-0003-1644-0273,,,No
993,W4286586502,A5018717121,Shilpa Rao,0000-0002-2284-9203,,,No
994,W4286586502,A5070972978,Yared Zewde,0000-0002-6442-7148,,,No
995,W4286586502,A5052767467,Saiesha Dindayal,0000-0002-9140-9359,,,No
996,W4286586502,A5079568126,Jihan Azar,0000-0002-1604-3529,,,No
997,W4286586502,A5108131796,LK Prashanth,,,,No
998,W4286586502,A5030873012,Roopa Rajan,0000-0003-4987-7252,,,No
999,W4286586502,A5052101031,Alastair Noyce,0000-0003-3027-5497,,,No
1000,W4286586502,A5081815660,Njideka Okubadejo,0000-0003-2975-8803,,,No
1001,W4286586502,A5073112819,Mie Rizig,0000-0003-2420-4449,,,No
1002,W4286586502,A5072972205,Suzanne Lesage,0000-0003-4158-2601,,,No
1003,W4286586502,A5041851834,Ignácio Mata,0000-0003-1198-0633,,,No
1004,W4400018516,A5045944438,Usamma Amjad,0000-0001-5455-3207,Key Personnel,Strick,No
1005,W4400018516,A5005054739,Jiwon Choi,0000-0002-2801-7854,,,No
1006,W4400018516,A5001286110,Daniel Gibson,0000-0003-0379-0100,,,No
1007,W4400018516,A5088086543,Raymond Murray,0009-0007-1529-9243,Key Personnel,Strick,No
1008,W4400018516,A5081686751,Ann Graybiel,0000-0002-4326-7720,,,No
1009,W4400018516,A5035254479,Helen Schwerdt,,Co-PI,Strick,No
1010,W4396934609,A5027803927,Jordan Manes,0000-0001-6596-4423,,,No
1011,W4396934609,A5017228751,Latané Bullock,0000-0003-1257-7221,,,No
1012,W4396934609,A5083906112,Andrew Meier,0000-0002-2125-4179,,,No
1013,W4396934609,A5018445297,Robert Turner,0000-0002-6074-4365,Co-PI,Strick,No
1014,W4396934609,A5027666885,R. Richardson,0000-0003-2620-7387,,,No
1015,W4396934609,A5025328957,Frank Guenther,0000-0003-1161-1555,,,Yes
1016,W4400582704,A5064570319,Richard Roth,0000-0002-6855-999X,Key Personnel,Surmeier,Yes
1017,W4400582704,A5070396294,Jun Ding,0000-0003-0690-1312,Co-PI,Surmeier,Yes
1018,W4399795832,A5054911451,Elana Lockshin,0000-0001-5808-7995,Key Personnel,Calakos,No
1019,W4399795832,A5085465113,Nicole Calakos,0000-0002-9918-3294,Lead-PI,Calakos,No
1020,W4401078278,A5077337251,Isabel Lam,0000-0002-6247-8080,Key Personnel,Studer,No
1021,W4401078278,A5084102235,Alain Ndayisaba,0000-0001-7611-7115,Key Personnel,Studer,No
1022,W4401078278,A5009183651,Amanda Lewis,,,,No
1023,W4401078278,A5014280534,YuHong Fu,0000-0003-4539-2039,Key Personnel,Edwards,No
1024,W4401078278,A5014280534,YuHong Fu,0000-0003-4539-2039,Key Personnel,Kirik,No
1025,W4401078278,A5014280534,YuHong Fu,0000-0003-4539-2039,Key personnel,Vila,No
1026,W4401078278,A5019016310,Giselle Sagredo,,,,No
1027,W4401078278,A5047680284,Ludovica Zaccagnini,,,,No
1028,W4401078278,A5052184376,Jackson Sandoe,,,,No
1029,W4401078278,A5103768603,Ricardo Sanz,,,,No
1030,W4401078278,A5037167340,Aazam Vahdatshoar,,,,No
1031,W4401078278,A5065679671,Timothy Martin,0000-0002-4870-3624,,,No
1032,W4401078278,A5055791602,Nader Morshed,,,,No
1033,W4401078278,A5039229943,Toru Ichihashi,0000-0001-8235-6585,,,No
1034,W4401078278,A5033546515,Arati Tripathi,0000-0003-0108-2223,,,No
